p,eating,idle_pre,idle_walk,cleaning,free
0.0,82.07165879826923,0.0,2.7390116214500355,2.202626125442188,12.98670345483849
0.2,77.74888836294288,3.7417977662409383,2.0507666629727934,2.1126233468706466,14.3459238609727
0.4,76.0258045306994,3.864464647321696,1.493100694939388,2.1084655582635765,16.50816456877591
0.6,76.37796149046227,3.4967454406668312,0.9988425639108478,2.126980299718442,16.9994702052416
0.8,76.40770596187224,4.082036543273054,0.5069791666666685,2.127695104590403,16.875583223597655
1.0,76.17576454424174,4.991026208388636,0.0,2.119600766836956,16.71360848053267
